path,corrupted,width,height,mode,aspect_ratio,file_hash,error
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025419.jpg,False,600,450,RGB,1.333,ebe060362ebc2764b112d7a263a567f7,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030105.jpg,False,600,450,RGB,1.333,58d81ebe1ead500428219ade72948cbc,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025016.jpg,False,600,450,RGB,1.333,fb455b157348cf860b7bde9f3992954b,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0029147.jpg,False,600,450,RGB,1.333,c9174e443de39a550c663bd55010ab8f,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0029301.jpg,False,600,450,RGB,1.333,76d483fea2f0fbe04b3f96090e08f3e9,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0026637.jpg,False,600,450,RGB,1.333,70146b0eab05cbb97e05807efa2585cf,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030377.jpg,False,600,450,RGB,1.333,5f457fbbf23185985f3dc66a2c4d2679,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0027960.jpg,False,600,450,RGB,1.333,7b18387ec443f43b2917e3ae0782c1e7,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0026955.jpg,False,600,450,RGB,1.333,fd03669e0850d58d9ff176c40dca7287,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0028052.jpg,False,600,450,RGB,1.333,fb037edee546a7524fb47f456bf9378e,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025286.jpg,False,600,450,RGB,1.333,af727cbf6edee356ee58b686f6592662,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031468.jpg,False,600,450,RGB,1.333,b1ff45e595d1b3b36ed891b15c640b60,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030926.jpg,False,600,450,RGB,1.333,ec535ebf9ef5ad57482ea6169c17b47f,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0029288.jpg,False,600,450,RGB,1.333,afb9ea1505dbfc156251493d74fcab6a,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031008.jpg,False,600,450,RGB,1.333,10a6f09e6ebf5c626edf28751e6acbba,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0024698.jpg,False,600,450,RGB,1.333,cdf3819bfa503baaa009108344516b23,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031495.jpg,False,600,450,RGB,1.333,50f66aa809d69139904d8973c6afd38f,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0026104.jpg,False,600,450,RGB,1.333,370f0d6db13231d644fb1952cdefe9b8,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025099.jpg,False,600,450,RGB,1.333,adb12363a9f3743c2e0b993d42af3cd9,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031485.jpg,False,600,450,RGB,1.333,1c5351d5ecb9e8e64fac5c2da9a6a892,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029413.jpg,False,600,450,RGB,1.333,441527ee5b2477ab00002d08fe3cb6d1,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029576.jpg,False,600,450,RGB,1.333,cfebff19504ca42628d40142cd499ef3,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031967.jpg,False,600,450,RGB,1.333,1f1223e17f4bae27d87651fe3cc348dd,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031584.jpg,False,600,450,RGB,1.333,71ba08a06b265c117e2fb016fbda0a39,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025140.jpg,False,600,450,RGB,1.333,f41551b7bc33e323eea5cc4d0948e045,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025554.jpg,False,600,450,RGB,1.333,017bc15e1aa9cb0fc7f4a508867b3371,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0029289.jpg,False,600,450,RGB,1.333,3359299ed4c28e623cda552f2bcb6b33,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029912.jpg,False,600,450,RGB,1.333,49377abd4c49a32d2ce670df864dab73,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033539.jpg,False,600,450,RGB,1.333,dc7ed5c003b628282fa30eca4594da06,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032283.jpg,False,600,450,RGB,1.333,5bb137435c46e0f974326bbe82b693f6,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030005.jpg,False,600,450,RGB,1.333,1cb5b438aebdea1e981b119169e4f72c,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030189.jpg,False,600,450,RGB,1.333,236383fa1730d13cdb491c84c6bd364c,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0026532.jpg,False,600,450,RGB,1.333,d2a78223394af743aa1a01f2b174009a,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0024832.jpg,False,600,450,RGB,1.333,09172441c5e02848c70fe3d1d74fec58,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0026958.jpg,False,600,450,RGB,1.333,495709d7d19ee6658b8dfb26bc4859df,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030768.jpg,False,600,450,RGB,1.333,faecdadb0f1c1e8153b7b5857599f894,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029837.jpg,False,600,450,RGB,1.333,afc796d516ba35b9a219455ff38ea126,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031624.jpg,False,600,450,RGB,1.333,4a246b3d7c156ae7c950cd1eb4bec8cd,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025510.jpg,False,600,450,RGB,1.333,388dac4038bf6a2327e272e2ffa6f526,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030607.jpg,False,600,450,RGB,1.333,8d719c8497a9c513d9c33dfc04c5fccc,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0029060.jpg,False,600,450,RGB,1.333,76eb56b85a8494ea6c2ec84eac6568ba,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029308.jpg,False,600,450,RGB,1.333,3b1b87973ae8e2c678a8aa7ca172bed6,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0024635.jpg,False,600,450,RGB,1.333,f59cbce4314ff28b5d00219a1fe7f2d5,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029425.jpg,False,600,450,RGB,1.333,3e6dfaa6355f77860b031540cf121c80,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0028774.jpg,False,600,450,RGB,1.333,1ea6cf78c9b9d30976e515929e9b214e,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030565.jpg,False,600,450,RGB,1.333,13356c03e6f092ae8d925178230a4f0f,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0027023.jpg,False,600,450,RGB,1.333,8f0fd22f3a20662cc0014c10f8bae76c,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0029022.jpg,False,600,450,RGB,1.333,c2784741a6f8a88bc5e8111d3a0c0864,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025388.jpg,False,600,450,RGB,1.333,dfd9ab850f9f18859ebff817d02dff5b,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0028080.jpg,False,600,450,RGB,1.333,440cea612daebece9e754c2666fbc342,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0026153.jpg,False,600,450,RGB,1.333,8efb1bfc75faec83c05c792b405639b5,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025876.jpg,False,600,450,RGB,1.333,aa6450e151b37f2cd93968505773e5e7,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025063.jpg,False,600,450,RGB,1.333,6f0112107af2e0ce7327aea79a220f42,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032463.jpg,False,600,450,RGB,1.333,70870b76175b892fbf2ea7d88bdaec83,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025548.jpg,False,600,450,RGB,1.333,39241ebbfa836901e10ee3f7ae540ffa,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032306.jpg,False,600,450,RGB,1.333,0d9a238af6c1f70f4071d4805bbbe7c1,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032304.jpg,False,600,450,RGB,1.333,6b61f9d12ef293309d59d35d5c46ba6b,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031639.jpg,False,600,450,RGB,1.333,fe69919fc9f71bcb97377299527138a3,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0027957.jpg,False,600,450,RGB,1.333,eee89633d6cb2ee9674641c6d6c419b9,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0031212.jpg,False,600,450,RGB,1.333,616baea3394e550c53552d47bc7d6493,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032382.jpg,False,600,450,RGB,1.333,789fd72d230687c9407fba4314ca63d1,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0027533.jpg,False,600,450,RGB,1.333,94957feb48a4964643a17a1dbd6aa935,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029674.jpg,False,600,450,RGB,1.333,6e2c01a7bf6e0dc2de8e792168955ff3,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0028607.jpg,False,600,450,RGB,1.333,bcf9ac88e89536aa44776ab85533ad54,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0024623.jpg,False,600,450,RGB,1.333,a07c6fc81ad105e6e49ea34d7a6f6bcb,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029613.jpg,False,600,450,RGB,1.333,964ea6f686e4a59679e87b07ab3f8043,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029418.jpg,False,600,450,RGB,1.333,f21e3857f7723176af5a8fc4d12ec2c5,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0027455.jpg,False,600,450,RGB,1.333,65d34fc4d2ffb02660fd2075f35c945b,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0025906.jpg,False,600,450,RGB,1.333,460abaf223f1a772588cf65fd65350d7,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0027151.jpg,False,600,450,RGB,1.333,7ad0c86d165f2e201abae1576f9ecc56,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0028646.jpg,False,600,450,RGB,1.333,f1b8ced309e33350f8ab3c763d9c66f4,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_1/ISIC_0026794.jpg,False,600,450,RGB,1.333,871c6dc3c8021fa31a4a3e564d5e8133,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0034318.jpg,False,600,450,RGB,1.333,5650029a029e8b901519b1da3d045222,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032972.jpg,False,600,450,RGB,1.333,f2a734436711548003310dc04437ba55,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032534.jpg,False,600,450,RGB,1.333,aad8f798abafd5fbb697938bc3c823e7,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033785.jpg,False,600,450,RGB,1.333,334ce83ebd586037e2639e809b8d4c6f,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033184.jpg,False,600,450,RGB,1.333,a60f0847b976b6f55e799e98c76f31cd,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032929.jpg,False,600,450,RGB,1.333,41d39eb56c7a069f41b2539a9b3b7979,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032963.jpg,False,600,450,RGB,1.333,c1bfda1446d01ef9e9471af0189fb893,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032949.jpg,False,600,450,RGB,1.333,57d17897f42443fd2e2b62a43dce1452,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033322.jpg,False,600,450,RGB,1.333,c624ffde976c16f5fb106cc67942e48e,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033127.jpg,False,600,450,RGB,1.333,1db1608ca0afa1b29288490089c58492,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033041.jpg,False,600,450,RGB,1.333,642bd400f5cf99cc0728b04983922b09,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033900.jpg,False,600,450,RGB,1.333,e51835125319ba1c911acb9c5b38e560,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033361.jpg,False,600,450,RGB,1.333,11184e3bcc42771336080ab121e4c19b,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032732.jpg,False,600,450,RGB,1.333,8cc9cc7fff0d9fc4ac31890869c01123,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032778.jpg,False,600,450,RGB,1.333,c42332b6cac2e962edc07aa828f24191,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033466.jpg,False,600,450,RGB,1.333,efcd5ad28b50632731298e5044677793,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0030276.jpg,False,600,450,RGB,1.333,4e106caaf397b31ec7883f0a812fad81,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033583.jpg,False,600,450,RGB,1.333,a3b0b1ad1b56cf0d85e114043e221eb1,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033465.jpg,False,600,450,RGB,1.333,f91676fba7853bc4f024f57c536082f8,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0029683.jpg,False,600,450,RGB,1.333,3c0a01225c30af92338ca0c39c1f19b7,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033482.jpg,False,600,450,RGB,1.333,de64543907d250ebfe9a8ffbebfd18d9,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033201.jpg,False,600,450,RGB,1.333,08693742b6a0d1a933d0df871b147d80,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032514.jpg,False,600,450,RGB,1.333,68feb2e4456cba35fb6d8123143a0553,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033691.jpg,False,600,450,RGB,1.333,befa08281545ff4546cc34df3c2aaca8,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033910.jpg,False,600,450,RGB,1.333,c9e6c3df86ee0fac92bcd1e27ca1dbe4,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0032556.jpg,False,600,450,RGB,1.333,3f05578594849f238439d8d564f90094,
/kaggle/input/datasets/kmader/skin-cancer-mnist-ham10000/HAM10000_images_part_2/ISIC_0033646.jpg,False,600,450,RGB,1.333,851e947b164e7d7ddae69d10dffd1eae,
